epoch;loss_train;acc_train;acc_valid;min
229;0.0010338478023186326;99.95618438720703;99.91819763183594;0.33
230;0.0010180455865338445;99.95687103271484;99.91840362548828;0.23
231;0.0010084875393658876;99.95733642578125;99.91849517822266;0.23
232;0.0010008474346250296;99.9576416015625;99.91859436035156;0.22
233;0.000994374044239521;99.95789337158203;99.91854095458984;0.22
234;0.0009887978667393327;99.95805358886719;99.91838073730469;0.22
235;0.0009839441627264023;99.95823669433594;99.91832733154297;0.23
236;0.0009796107187867165;99.95841217041016;99.91839599609375;0.23
237;0.0009756741346791387;99.95857238769531;99.9184341430664;0.22
238;0.0009720802190713584;99.95877075195312;99.91847229003906;0.23
239;0.0009687410201877356;99.95890808105469;99.91845703125;0.23
240;0.0009656667825765908;99.95903778076172;99.91844177246094;0.22
241;0.0009628103580325842;99.95915985107422;99.91841888427734;0.22
242;0.0009601396741345525;99.95927429199219;99.91838073730469;0.22
243;0.0009576300508342683;99.9593505859375;99.91830444335938;0.22
244;0.0009552803821861744;99.95944213867188;99.91812896728516;0.23
245;0.0009530566749162972;99.95953369140625;99.91804504394531;0.22
246;0.0009509433293715119;99.95960235595703;99.91795349121094;0.23
247;0.0009489490184932947;99.9596939086914;99.91786193847656;0.23
248;0.0009470589575357735;99.95980072021484;99.91780853271484;0.22
249;0.0009452396188862622;99.95987701416016;99.91773223876953;0.22
250;0.0009435005486011505;99.95995330810547;99.91771697998047;0.23
251;0.0009418386034667492;99.96002197265625;99.91767120361328;0.23
252;0.000940236437600106;99.96006774902344;99.91758728027344;0.23
253;0.0009387125610373914;99.96015167236328;99.91754150390625;0.23
254;0.0009372424101457;99.960205078125;99.91747283935547;0.23
255;0.000935817020945251;99.96025848388672;99.91744232177734;0.23
256;0.0009344504796899855;99.9603271484375;99.91738891601562;0.22
257;0.0009331250912509859;99.96037292480469;99.91735076904297;0.23
258;0.0009318621014244854;99.96043395996094;99.91731262207031;0.24
259;0.000930632755625993;99.96047973632812;99.91730499267578;0.23
260;0.0009294332121498883;99.96053314208984;99.9172592163086;0.23
261;0.00092829525237903;99.96056365966797;99.91719818115234;0.23
262;0.0009271789458580315;99.96062469482422;99.91719818115234;0.23
263;0.0009260937804356217;99.9606704711914;99.91719818115234;0.23
264;0.0009250434814020991;99.9607162475586;99.91715240478516;0.23
265;0.0009240295621566474;99.96075439453125;99.91714477539062;0.23
266;0.0009230418945662677;99.96080780029297;99.91709899902344;0.23
267;0.0009220848442055285;99.9608383178711;99.9170913696289;0.23
268;0.000921158236451447;99.96088409423828;99.91709899902344;0.23
269;0.0009202361106872559;99.96092987060547;99.9170913696289;0.23
270;0.0009193457663059235;99.96098327636719;99.91707611083984;0.23
271;0.0009184725349768996;99.96100616455078;99.91706085205078;0.23
272;0.0009176295134238899;99.96102905273438;99.91703033447266;0.23
273;0.000916807446628809;99.9610824584961;99.9169921875;0.23
274;0.0009159991750493646;99.96111297607422;99.91696166992188;0.23
275;0.000915219949092716;99.9611587524414;99.91696166992188;0.23
276;0.000914453761652112;99.96116638183594;99.91696166992188;0.23
277;0.0009137112065218389;99.961181640625;99.91695404052734;0.23
278;0.0009129833779297769;99.96121978759766;99.91692352294922;0.23
279;0.0009122746996581554;99.96125030517578;99.91690826416016;0.23
280;0.000911582843400538;99.96126556396484;99.91687774658203;0.23
281;0.0009108971571549773;99.96129608154297;99.91686248779297;0.23
282;0.0009102301555685699;99.9613265991211;99.9168472290039;0.23
283;0.0009095779387280345;99.96135711669922;99.91680145263672;0.23
284;0.0009089244995266199;99.96138000488281;99.9167709350586;0.23
285;0.0009083027835004032;99.9614028930664;99.91678619384766;0.23
286;0.0009076676215045154;99.96143341064453;99.91673278808594;0.23
287;0.0009070456144399941;99.96145629882812;99.91671752929688;0.23
288;0.0009064461337402463;99.96149444580078;99.91673278808594;0.23
289;0.0009058531722985208;99.96150970458984;99.91673278808594;0.23
290;0.0009052620735019445;99.96154022216797;99.91673278808594;0.23
291;0.0009046958875842392;99.96155548095703;99.916748046875;0.23
292;0.0009041259763762355;99.96158599853516;99.916748046875;0.23
293;0.0009035815019160509;99.96159362792969;99.916748046875;0.23
294;0.000903034582734108;99.96160125732422;99.91676330566406;0.23
295;0.0009024901082739234;99.96162414550781;99.9167709350586;0.23
296;0.0009019614662975073;99.9616470336914;99.91680145263672;0.23
297;0.0009014388779178262;99.96166229248047;99.91678619384766;0.23
298;0.0009009222849272192;99.9616928100586;99.91680145263672;0.23
299;0.0009004223975352943;99.96170043945312;99.91678619384766;0.23
300;0.0008999152341857553;99.96172332763672;99.91680145263672;0.23
301;0.0008994221570901573;99.96173858642578;99.91680145263672;0.23
302;0.0008989369380287826;99.96173858642578;99.91681671142578;0.23
303;0.0008984614396467805;99.9617691040039;99.91682434082031;0.23
304;0.000897984835319221;99.96178436279297;99.9168472290039;0.23
305;0.0008975228411145508;99.96180725097656;99.91682434082031;0.23
306;0.0008970519993454218;99.96179962158203;99.91685485839844;0.23
307;0.000896591111086309;99.96185302734375;99.9168472290039;0.23
308;0.0008961327839642763;99.96186828613281;99.91687774658203;0.23
309;0.0008956730598583817;99.9618911743164;99.9168701171875;0.23
310;0.0008952381904236972;99.96190643310547;99.91685485839844;0.23
311;0.0008947973838075995;99.96190643310547;99.91685485839844;0.23
312;0.0008943539578467607;99.96192169189453;99.91687774658203;0.23
313;0.0008939185063354671;99.96192932128906;99.91687774658203;0.23
314;0.0008934845100156963;99.96194458007812;99.9168701171875;0.23
315;0.0008930579060688615;99.96197509765625;99.91685485839844;0.23
316;0.0008926399168558419;99.96198272705078;99.91687774658203;0.23
317;0.000892224139533937;99.96200561523438;99.91685485839844;0.23
318;0.0008918228559195995;99.96199798583984;99.9168472290039;0.23
319;0.0008914240752346814;99.9620132446289;99.9168701171875;0.23
320;0.0008910265169106424;99.96204376220703;99.91685485839844;0.23
321;0.0008906376315280795;99.96204376220703;99.91685485839844;0.23
322;0.0008902490371838212;99.9620590209961;99.91685485839844;0.23
323;0.000889874529093504;99.9620590209961;99.91685485839844;0.23
324;0.0008894875645637512;99.96208953857422;99.9168472290039;0.23
325;0.000889113696757704;99.96208190917969;99.91685485839844;0.23
326;0.0008887407020665705;99.96210479736328;99.9168472290039;0.23
327;0.000888371781911701;99.96209716796875;99.9168472290039;0.23
328;0.0008880086243152618;99.96212005615234;99.91686248779297;0.23
329;0.000887648609932512;99.96212005615234;99.91685485839844;0.23
